,30-39,50-59,60-69
ENSG00000250345.2,0.3105132926688917,0.48269075843019915,0.0
ENSG00000254634.4,0.9940533151059467,0.41672850958565255,0.1875891026266966
ENSG00000288103.1,0.7774517620794132,0.32271833306755965,0.32605113485355874
ENSG00000237352.5,0.6153809896027683,0.6736272865464458,0.08196019435399293
ENSG00000269226.7,0.27766192536337886,0.6857683090043263,0.09955803168477077
ENSG00000176994.11,0.9340468478618036,0.34302745570524756,0.17402869705362312
ENSG00000254497.1,0.0,0.0,0.0
ENSG00000270326.1,0.0,0.0,0.9678620707780858
ENSG00000180871.8,0.4818258697254098,0.3794101420802959,0.026419734539977643
ENSG00000137522.18,0.9259884541429991,0.5631182637765353,0.29835797964815125
ENSG00000224621.1,0.7124159630122529,0.4606729842595567,0.048304345830847605
ENSG00000222448.1,0.5333506455402532,0.6505401881785625,0.2110407317976341
ENSG00000273485.1,0.0,0.0,0.0
ENSG00000226491.1,0.6621484425399069,0.27287397232169114,0.7231825402029235
ENSG00000240996.1,0.6023959762295242,0.550317037463365,0.023161755461370177
ENSG00000286652.1,0.5745132963157586,0.25280678918724997,0.01063900735560444
ENSG00000226851.1,0.4454737541405623,0.36459784644626725,0.3194530305686526
ENSG00000230495.1,0.5,0.2715581369568896,0.3790818975828048
ENSG00000227620.4,0.22487806192567844,0.5737579383258329,0.4890817142292526
ENSG00000199231.1,0.0,0.0,0.0
ENSG00000042317.17,0.4897076180628731,0.5712884852247182,0.5
ENSG00000224477.5,0.0,0.0,0.5
ENSG00000276733.1,0.0,0.0,0.0
ENSG00000211579.2,0.0,0.0,0.0
ENSG00000280432.1,0.47861900006466024,0.5029815574506606,0.0
